model,split_strategy,approved_feature_count,test_rows,overall_ate_test,top3_decile_observed_uplift,top5_decile_observed_uplift,total_incremental_responses_est,qini_like_area,response_auc_proxy,response_pr_auc_proxy
t_learner_logreg,time_ordered_80_20_by_assignment_datetime,14,20519,0.042381952696270736,0.05243778088335071,0.043150686642413644,891.5017354332126,462.4253448346272,0.5230938876093186,0.21060248567565445
t_learner_rf,time_ordered_80_20_by_assignment_datetime,14,20519,0.042381952696270736,0.03979268822209286,0.05366153009768035,927.0820176102181,502.47536586056964,0.5052096274929954,0.20186068111162678
